"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(252.8313751220703, 647.213134765625)","(262.79461669921875, 643.673583984375)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1055.466064453125, 271.21826171875)","(1104.9384765625, 278.41143798828125)","(1043.06787109375, 335.5627746582031)","(1112.89208984375, 342.6508483886719)","(1026.58544921875, 384.6845397949219)","(1103.4686279296875, 391.0644836425781)","(1059.910400390625, 401.5364990234375)","(1081.246337890625, 401.8242492675781)","(1029.3323974609375, 495.9613037109375)","(1069.216064453125, 498.3135681152344)","(1029.5865478515625, 586.7786254882812)","(1082.7783203125, 587.5227661132812)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1136.4652099609375, 26.05145263671875)","(1170.46435546875, 22.2357177734375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(722.9021606445312, 105.20928955078125)","(682.3239135742188, 107.512451171875)","(726.3549194335938, 144.86602783203125)","(677.0823364257812, 146.51513671875)","(720.2122192382812, 175.0003662109375)","(667.423583984375, 175.9293212890625)","(706.79248046875, 184.29080200195312)","(689.314208984375, 183.556884765625)","(703.563720703125, 242.70547485351562)","(677.3331909179688, 242.52951049804688)","(710.3775634765625, 298.1352844238281)","(684.8074340820312, 296.35858154296875)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(361.6690368652344, 7.77032470703125)","(333.48431396484375, 9.2342529296875)","(367.8992004394531, 58.3128662109375)","(339.3221435546875, 59.06396484375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(957.984130859375, 495.03765869140625)","(924.2968139648438, 498.3071594238281)","(961.3118896484375, 530.1580200195312)","(914.8585815429688, 534.029296875)","(966.8156127929688, 557.9990234375)","(915.9201049804688, 562.5593872070312)","(945.5437622070312, 566.6260375976562)","(931.1578369140625, 567.4602661132812)","(956.5736694335938, 619.8089599609375)","(930.4520874023438, 622.8235473632812)","(951.5664672851562, 667.63671875)","(918.0255737304688, 670.0441284179688)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1429.203857421875, 243.26611328125)","(1403.302001953125, 244.90194702148438)","(1430.06591796875, 283.7289733886719)","(1400.5965576171875, 284.11669921875)","(1421.3861083984375, 314.5353088378906)","(1390.404052734375, 313.8455810546875)","(1416.4052734375, 323.3338317871094)","(1405.2545166015625, 322.08990478515625)","(1407.6846923828125, 382.89642333984375)","(1392.6689453125, 381.6400146484375)","(1414.294189453125, 439.33514404296875)","(1402.4869384765625, 436.13665771484375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(783.1755981445312, 520.6599731445312)","(868.756103515625, 517.4133911132812)","(773.1585083007812, 578.0615234375)","(885.0036010742188, 573.1372680664062)","(769.4710083007812, 620.5232543945312)","(890.6876831054688, 614.8932495117188)","(811.8848876953125, 631.9844970703125)","(848.5843505859375, 628.7278442382812)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(539.7673950195312, 32.00201416015625)","(508.1918029785156, 35.44085693359375)","(541.625244140625, 63.16558837890625)","(503.4110412597656, 66.8232421875)","(536.0116577148438, 86.52008056640625)","(495.0916748046875, 89.87762451171875)","(525.6150512695312, 95.133544921875)","(512.0369873046875, 95.254638671875)","(521.609130859375, 140.57879638671875)","(501.29638671875, 141.823486328125)","(525.9940795898438, 184.91879272460938)","(506.3926696777344, 185.39788818359375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(368.3852844238281, 389.6307067871094)","(336.6769714355469, 390.40411376953125)","(370.9456481933594, 420.11065673828125)","(327.517822265625, 421.03363037109375)","(375.0776672363281, 444.02056884765625)","(327.5424499511719, 445.4898376464844)","(355.62786865234375, 450.7401123046875)","(342.0718994140625, 450.6925048828125)","(364.3952331542969, 496.7457275390625)","(340.0332946777344, 498.28253173828125)","(359.6053771972656, 538.2304077148438)","(328.70269775390625, 539.3499755859375)"
