"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(252.8313751220703, 647.213134765625)","(262.79461669921875, 643.673583984375)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(982.0501098632812, 399.60675048828125)","(1031.95361328125, 441.02520751953125)","(1012.5008544921875, 412.37646484375)","(1038.27294921875, 502.51153564453125)","(1030.7437744140625, 438.9948425292969)","(1035.140625, 551.679443359375)","(1051.118896484375, 501.8529357910156)","(1083.055908203125, 504.38763427734375)","(959.1528930664062, 493.43695068359375)","(1079.1182861328125, 583.5191650390625)","(981.4016723632812, 581.134033203125)","(1123.911865234375, 575.955322265625)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(361.6690368652344, 7.77032470703125)","(333.48431396484375, 9.2342529296875)","(367.8992004394531, 58.3128662109375)","(339.3221435546875, 59.06396484375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1429.203857421875, 243.26611328125)","(1403.302001953125, 244.90194702148438)","(1430.06591796875, 283.7289733886719)","(1400.5965576171875, 284.11669921875)","(1421.3861083984375, 314.5353088378906)","(1390.404052734375, 313.8455810546875)","(1416.4052734375, 323.3338317871094)","(1405.2545166015625, 322.08990478515625)","(1407.6846923828125, 382.89642333984375)","(1392.6689453125, 381.6400146484375)","(1414.294189453125, 439.33514404296875)","(1402.4869384765625, 436.13665771484375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(669.0527954101562, 183.62030029296875)","(635.1190185546875, 207.47000122070312)","(708.47119140625, 191.96112060546875)","(625.162841796875, 245.341064453125)","(735.3990478515625, 208.493896484375)","(619.000732421875, 275.91748046875)","(703.6763305664062, 245.62759399414062)","(693.1834106445312, 246.02505493164062)","(664.9701538085938, 242.768310546875)","(659.3640747070312, 293.9981689453125)","(672.7166748046875, 296.5605163574219)","(712.9264526367188, 287.884521484375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(1059.529052734375, 23.2508544921875)","(1106.2344970703125, 15.69854736328125)","(1068.88916015625, 43.6849365234375)","(1156.45361328125, 25.60211181640625)","(1080.906005859375, 42.54473876953125)","(1193.5936279296875, 32.4329833984375)","(1147.1502685546875, 34.07843017578125)","(1169.8658447265625, 32.46881103515625)","(1190.40966796875, 37.639892578125)","(1230.4990234375, 38.0306396484375)","(1233.4559326171875, 42.257568359375)","(1284.3134765625, 40.6009521484375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(986.1122436523438, 573.8831176757812)","(950.7404174804688, 598.4428100585938)","(971.7763671875, 574.902587890625)","(941.7344360351562, 634.5567626953125)","(962.7657470703125, 585.1327514648438)","(939.6072387695312, 663.837646484375)","(943.9091186523438, 621.8782348632812)","(924.214111328125, 623.1541137695312)","(992.8568115234375, 627.4760131835938)","(916.816650390625, 672.5782470703125)","(975.2042846679688, 673.4072875976562)","(899.3429565429688, 656.8999633789062)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(539.7673950195312, 32.00201416015625)","(508.1918029785156, 35.44085693359375)","(541.625244140625, 63.16558837890625)","(503.4110412597656, 66.8232421875)","(536.0116577148438, 86.52008056640625)","(495.0916748046875, 89.87762451171875)","(525.6150512695312, 95.133544921875)","(512.0369873046875, 95.254638671875)","(521.609130859375, 140.57879638671875)","(501.29638671875, 141.823486328125)","(525.9940795898438, 184.91879272460938)","(506.3926696777344, 185.39788818359375)"
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(14.090336799621582, 206.98617553710938)","(0.0, 0.0)","(17.46246910095215, 211.72280883789062)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)"
